insert into answers(id,question_id, answer) values(1,1,'A. To process the SAP LUW within the database LUW to ensure data consistency ');
insert into answers(id,question_id, answer) values(2,1,'B. To be able to rollback database changes performed in the same dialog step ');
insert into answers(id,question_id, answer) values(3,1,'C. To avoid database locks set by an SQL statement that persists until the end of the program ');
insert into answers(id,question_id, answer) values(4,1,'D. To allow you to use SAP locks to ensure data consistency ');
insert into answers(id,question_id, answer) values(5,2,'A. Define the installation of the class as private.');
insert into answers(id,question_id, answer) values(6,2,'B. Create an instance of the class in a static constructor. ');
insert into answers(id,question_id, answer) values(7,2,'C. Define the class as abstract. ');
insert into answers(id,question_id, answer) values(8,2,'D. Save the instance of the class in a static attribute. ');
insert into answers(id,question_id, answer) values(9,2,'E. Create an event that returns the instance of the class.');
insert into answers(id,question_id, answer) values(10,3,'A. The SAP lock concept is based on lock objects');
insert into answers(id,question_id, answer) values(11,3,'B. Before you can set an SAP lock in an ABAP program, you must first create a lock object in the ABAP Dictionary.');
insert into answers(id,question_id, answer) values(12,3,'C. There are three types of locks in the system, shared, logical and exclusive');
insert into answers(id,question_id, answer) values(13,3,'D. When you create a lock object, the system automatically creates two function modules. ');
insert into answers(id,question_id, answer) values(14,4,'A. All SELECT statements will read data from the buffer.');
insert into answers(id,question_id, answer) values(15,4,'B. If data is read from the table buffer, the existing indexes are not used. ');
insert into answers(id,question_id, answer) values(16,4,'C. Following an update to a buffered record, all table buffers in the system will be updated. ');
insert into answers(id,question_id, answer) values(17,4,'D. If table data is read using indexes, the table buffer will not be filled.');
insert into answers(id,question_id, answer) values(18,5,'A. Transparent table with field type TEXT80 for the text');
insert into answers(id,question_id, answer) values(19,5,'B. Transparent table with field type STRING for the text');
insert into answers(id,question_id, answer) values(20,5,'C. Cluster table with application key and others fields');
insert into answers(id,question_id, answer) values(21,5,'D. Pool table with normal construction.');
insert into answers(id,question_id, answer) values(22,6,'A. File on a file system');
insert into answers(id,question_id, answer) values(23,6,'B. Database table');
insert into answers(id,question_id, answer) values(24,6,'C. Remote Function Call');
insert into answers(id,question_id, answer) values(25,6,'D. File on an IDoc');
insert into answers(id,question_id, answer) values(26,,'Note: There are 2 correct answers to this question.');
insert into answers(id,question_id, answer) values(27,7,'A. EXIT.');
insert into answers(id,question_id, answer) values(28,7,'B. ROLLBACK WORK.');
insert into answers(id,question_id, answer) values(29,7,'C. MESSAGE axxx\(nnn\).');
insert into answers(id,question_id, answer) values(30,7,'D. MESSAGE exxx\(nnn\).');
insert into answers(id,question_id, answer) values(31,7,'E. DELETE UPDATE.');
insert into answers(id,question_id, answer) values(32,8,'A. Type 1');
insert into answers(id,question_id, answer) values(33,8,'B. Type M');
insert into answers(id,question_id, answer) values(34,8,'C. Type F');
insert into answers(id,question_id, answer) values(35,8,'D. Type K');
insert into answers(id,question_id, answer) values(36,9,'A. New BAdIs ');
insert into answers(id,question_id, answer) values(37,9,'B. Explicit enhancement point ');
insert into answers(id,question_id, answer) values(38,9,'C. Explicit enhancement sections ');
insert into answers(id,question_id, answer) values(39,9,'D. Implicit enhancement point');
insert into answers(id,question_id, answer) values(40,10,'A. By programming against interfaces and applying the Factory Design Pattern');
insert into answers(id,question_id, answer) values(41,10,'B. By inheriting from a main class and applying the Factory Design Pattern');
insert into answers(id,question_id, answer) values(42,10,'C. By implementing an interface and inheriting from a main class');
insert into answers(id,question_id, answer) values(43,10,'D. By programming against interfaces and inheriting from a main class');
insert into answers(id,question_id, answer) values(44,11,'A. You should set dynamic breakpoints only directly in the Debugger at run time.');
insert into answers(id,question_id, answer) values(45,11,'B. You should use dynamic breakpoints only if the program is locked by another user.');
insert into answers(id,question_id, answer) values(46,11,'C. You can use dynamic breakpoints only up to a limited number without changing the program.');
insert into answers(id,question_id, answer) values(47,11,'D. If the line where you set a break point already contains a break point, it is deleted.');
insert into answers(id,question_id, answer) values(48,12,'A. Clear the content of all internal tables.');
insert into answers(id,question_id, answer) values(49,12,'B. Execute the COMMIT function module.');
insert into answers(id,question_id, answer) values(50,12,'C. Close the form.');
insert into answers(id,question_id, answer) values(51,12,'D. Disable the PDF printer.');
insert into answers(id,question_id, answer) values(52,13,'A. Directly before the foreign key of the corresponding customizing table');
insert into answers(id,question_id, answer) values(53,13,'B. Directly after the foreign key of the corresponding customizing table');
insert into answers(id,question_id, answer) values(54,13,'C. At the last position of the key fields of the text table');
insert into answers(id,question_id, answer) values(55,13,'D. The position of the language key field does not matter.');
insert into answers(id,question_id, answer) values(56,14,'A. Send the IDoc backward');
insert into answers(id,question_id, answer) values(57,14,'B. Trigger an event for sender');
insert into answers(id,question_id, answer) values(58,14,'C. Set an error status in the control record');
insert into answers(id,question_id, answer) values(59,14,'D. Create a Batch Input map');
insert into answers(id,question_id, answer) values(60,15,'A. Customer Exits have a predefined interface with the possibility to activate and deactivate them.');
insert into answers(id,question_id, answer) values(61,15,'B. Customer Exits need an SSCR \(SAP Software Change Registration\) registration.');
insert into answers(id,question_id, answer) values(62,15,'C. User Exits have a predefined interface with the possibility to activate and deactivate them.');
insert into answers(id,question_id, answer) values(63,15,'D. User Exits need an SSCR \(SAP Software Change Registration\) registration.');
insert into answers(id,question_id, answer) values(64,16,'A. Create new secondary indexes for database tables.');
insert into answers(id,question_id, answer) values(65,16,'B. Divide the internal table into several smaller tables and call a function module with these tables as parameters in parallel tasks.');
insert into answers(id,question_id, answer) values(66,16,'C. Divide the internal table into several smaller tables and start a report with these tables as parameters.');
insert into answers(id,question_id, answer) values(67,16,'D. Expand the internal table with fields which are read from the database within the LOOP.');
insert into answers(id,question_id, answer) values(68,17,'A. All database and internal table locks are released.');
insert into answers(id,question_id, answer) values(69,17,'B. The time slice counter is reset to zero.');
insert into answers(id,question_id, answer) values(70,17,'C. All open database cursors are closed.');
insert into answers(id,question_id, answer) values(71,17,'D. All memory fields are cleared.');
insert into answers(id,question_id, answer) values(72,18,'A : True');
insert into answers(id,question_id, answer) values(73,18,'B: False');
